date,area,average_price,code,houses_sold,no_of_crimes
11/1/2019,havering,366351,E09000016,292,1600
12/1/2019,havering,366567,E09000016,,1517
1/1/2020,havering,359188,E09000016,,1679
1/1/1995,hillingdon,73835,E09000017,202,
2/1/1995,hillingdon,75031,E09000017,256,
3/1/1995,hillingdon,74189,E09000017,337,
4/1/1995,hillingdon,73911,E09000017,255,
5/1/1995,hillingdon,73117,E09000017,279,
6/1/1995,hillingdon,74005,E09000017,311,
7/1/1995,hillingdon,74671,E09000017,287,
8/1/1995,hillingdon,74968,E09000017,345,
9/1/1995,hillingdon,73844,E09000017,320,
10/1/1995,hillingdon,72993,E09000017,276,
11/1/1995,hillingdon,71760,E09000017,309,
12/1/1995,hillingdon,72746,E09000017,276,
1/1/1996,hillingdon,72869,E09000017,300,
2/1/1996,hillingdon,74778,E09000017,266,
3/1/1996,hillingdon,74650,E09000017,361,
4/1/1996,hillingdon,75171,E09000017,318,
5/1/1996,hillingdon,74454,E09000017,404,
6/1/1996,hillingdon,74621,E09000017,408,
7/1/1996,hillingdon,75309,E09000017,413,
8/1/1996,hillingdon,76170,E09000017,465,
9/1/1996,hillingdon,76586,E09000017,453,
10/1/1996,hillingdon,77180,E09000017,489,
11/1/1996,hillingdon,78116,E09000017,520,
12/1/1996,hillingdon,79138,E09000017,417,
1/1/1997,hillingdon,80554,E09000017,358,
2/1/1997,hillingdon,81021,E09000017,391,
3/1/1997,hillingdon,81683,E09000017,398,
4/1/1997,hillingdon,81308,E09000017,371,
5/1/1997,hillingdon,82645,E09000017,491,
6/1/1997,hillingdon,84254,E09000017,436,
7/1/1997,hillingdon,86571,E09000017,497,
8/1/1997,hillingdon,88005,E09000017,452,
9/1/1997,hillingdon,89720,E09000017,419,
10/1/1997,hillingdon,90591,E09000017,463,
11/1/1997,hillingdon,91872,E09000017,400,
12/1/1997,hillingdon,93143,E09000017,370,
1/1/1998,hillingdon,93724,E09000017,302,
2/1/1998,hillingdon,93383,E09000017,326,
3/1/1998,hillingdon,93129,E09000017,396,
4/1/1998,hillingdon,94828,E09000017,358,
5/1/1998,hillingdon,96743,E09000017,386,
6/1/1998,hillingdon,98079,E09000017,483,
7/1/1998,hillingdon,98352,E09000017,496,
8/1/1998,hillingdon,99459,E09000017,457,
9/1/1998,hillingdon,100097,E09000017,415,
10/1/1998,hillingdon,100998,E09000017,448,
11/1/1998,hillingdon,101277,E09000017,442,
12/1/1998,hillingdon,102042,E09000017,415,
1/1/1999,hillingdon,102147,E09000017,335,
2/1/1999,hillingdon,101774,E09000017,315,
3/1/1999,hillingdon,102525,E09000017,433,
4/1/1999,hillingdon,103632,E09000017,490,
5/1/1999,hillingdon,105696,E09000017,429,
6/1/1999,hillingdon,107688,E09000017,558,
7/1/1999,hillingdon,109614,E09000017,626,
8/1/1999,hillingdon,110657,E09000017,580,
9/1/1999,hillingdon,112081,E09000017,543,
10/1/1999,hillingdon,114178,E09000017,548,
11/1/1999,hillingdon,116884,E09000017,545,
12/1/1999,hillingdon,120228,E09000017,513,
1/1/2000,hillingdon,120742,E09000017,369,
2/1/2000,hillingdon,122781,E09000017,350,
3/1/2000,hillingdon,123504,E09000017,462,
4/1/2000,hillingdon,127249,E09000017,436,
5/1/2000,hillingdon,129652,E09000017,438,
6/1/2000,hillingdon,131651,E09000017,531,
7/1/2000,hillingdon,133753,E09000017,439,
8/1/2000,hillingdon,135555,E09000017,469,
9/1/2000,hillingdon,137805,E09000017,431,
10/1/2000,hillingdon,137915,E09000017,389,
11/1/2000,hillingdon,138797,E09000017,371,
12/1/2000,hillingdon,137783,E09000017,393,
1/1/2001,hillingdon,138252,E09000017,297,2259
2/1/2001,hillingdon,138408,E09000017,274,2114
3/1/2001,hillingdon,139011,E09000017,345,2516
4/1/2001,hillingdon,138946,E09000017,312,2341
5/1/2001,hillingdon,139920,E09000017,358,2375
6/1/2001,hillingdon,142791,E09000017,460,2432
7/1/2001,hillingdon,145971,E09000017,441,2387
8/1/2001,hillingdon,148787,E09000017,488,2261
9/1/2001,hillingdon,150342,E09000017,449,2189
10/1/2001,hillingdon,152206,E09000017,433,2428
11/1/2001,hillingdon,153238,E09000017,444,2447
12/1/2001,hillingdon,155652,E09000017,374,2290
1/1/2002,hillingdon,156059,E09000017,344,2678
2/1/2002,hillingdon,157914,E09000017,314,2320
3/1/2002,hillingdon,158633,E09000017,405,2463
4/1/2002,hillingdon,162963,E09000017,462,2573
5/1/2002,hillingdon,166455,E09000017,555,2337
6/1/2002,hillingdon,170565,E09000017,445,2242
7/1/2002,hillingdon,173341,E09000017,629,2529
8/1/2002,hillingdon,177120,E09000017,621,2610
9/1/2002,hillingdon,180199,E09000017,515,2230
10/1/2002,hillingdon,184423,E09000017,468,2199
11/1/2002,hillingdon,187185,E09000017,482,2457
12/1/2002,hillingdon,190909,E09000017,478,2145
1/1/2003,hillingdon,193806,E09000017,408,2458
2/1/2003,hillingdon,195772,E09000017,381,2110
3/1/2003,hillingdon,198077,E09000017,423,2422
4/1/2003,hillingdon,200618,E09000017,343,2212
5/1/2003,hillingdon,201706,E09000017,412,2400
6/1/2003,hillingdon,203484,E09000017,417,2476
7/1/2003,hillingdon,202502,E09000017,471,2431
8/1/2003,hillingdon,204660,E09000017,534,2255
9/1/2003,hillingdon,205899,E09000017,562,2280
10/1/2003,hillingdon,209120,E09000017,546,2682
11/1/2003,hillingdon,208752,E09000017,514,2369
12/1/2003,hillingdon,208096,E09000017,507,2280
1/1/2004,hillingdon,207222,E09000017,437,2692
2/1/2004,hillingdon,208924,E09000017,464,2369
3/1/2004,hillingdon,210814,E09000017,512,2636
4/1/2004,hillingdon,213142,E09000017,453,2459
5/1/2004,hillingdon,213222,E09000017,433,2277
6/1/2004,hillingdon,214923,E09000017,554,2303
7/1/2004,hillingdon,216563,E09000017,624,2350
8/1/2004,hillingdon,219495,E09000017,466,2294
9/1/2004,hillingdon,219807,E09000017,461,2227
10/1/2004,hillingdon,220023,E09000017,433,2537
11/1/2004,hillingdon,221945,E09000017,372,2600
12/1/2004,hillingdon,222273,E09000017,349,2375
1/1/2005,hillingdon,221717,E09000017,244,2600
2/1/2005,hillingdon,219852,E09000017,250,2039
3/1/2005,hillingdon,218712,E09000017,303,2528
4/1/2005,hillingdon,219045,E09000017,301,2384
5/1/2005,hillingdon,220477,E09000017,343,2422
6/1/2005,hillingdon,224088,E09000017,412,2337
7/1/2005,hillingdon,226213,E09000017,446,2457
8/1/2005,hillingdon,226830,E09000017,418,2377
9/1/2005,hillingdon,225352,E09000017,470,2269
10/1/2005,hillingdon,224284,E09000017,431,2364
11/1/2005,hillingdon,224279,E09000017,430,2323
12/1/2005,hillingdon,223949,E09000017,433,2267
1/1/2006,hillingdon,225770,E09000017,325,2709
2/1/2006,hillingdon,225183,E09000017,342,2301
3/1/2006,hillingdon,227319,E09000017,408,2819
4/1/2006,hillingdon,226108,E09000017,373,2430
5/1/2006,hillingdon,228713,E09000017,445,2488
6/1/2006,hillingdon,229688,E09000017,524,2457
7/1/2006,hillingdon,233734,E09000017,491,2213
8/1/2006,hillingdon,234560,E09000017,527,2316
9/1/2006,hillingdon,236147,E09000017,536,2496
10/1/2006,hillingdon,234735,E09000017,461,2607
11/1/2006,hillingdon,236037,E09000017,514,2518
12/1/2006,hillingdon,238868,E09000017,491,2061
1/1/2007,hillingdon,241030,E09000017,430,2619
2/1/2007,hillingdon,243110,E09000017,386,2055
3/1/2007,hillingdon,243651,E09000017,409,2463
4/1/2007,hillingdon,247038,E09000017,388,2298
5/1/2007,hillingdon,250418,E09000017,491,2305
6/1/2007,hillingdon,253128,E09000017,514,2232
7/1/2007,hillingdon,257857,E09000017,481,2388
8/1/2007,hillingdon,259959,E09000017,581,2076
9/1/2007,hillingdon,260670,E09000017,466,2024
10/1/2007,hillingdon,260233,E09000017,459,2237
11/1/2007,hillingdon,263276,E09000017,467,2279
12/1/2007,hillingdon,265693,E09000017,358,2189
1/1/2008,hillingdon,266873,E09000017,309,2329
2/1/2008,hillingdon,264530,E09000017,354,2137
3/1/2008,hillingdon,263024,E09000017,307,2248
4/1/2008,hillingdon,259771,E09000017,315,2000
5/1/2008,hillingdon,258195,E09000017,307,1979
6/1/2008,hillingdon,258128,E09000017,276,2133
7/1/2008,hillingdon,257672,E09000017,226,2158
8/1/2008,hillingdon,254271,E09000017,219,2229
9/1/2008,hillingdon,251645,E09000017,186,2241
10/1/2008,hillingdon,247077,E09000017,222,2308
11/1/2008,hillingdon,246224,E09000017,144,2366
12/1/2008,hillingdon,239553,E09000017,182,2204
1/1/2009,hillingdon,233126,E09000017,129,2421
2/1/2009,hillingdon,223916,E09000017,102,2221
3/1/2009,hillingdon,219679,E09000017,163,2410
4/1/2009,hillingdon,218722,E09000017,169,2160
5/1/2009,hillingdon,221726,E09000017,203,2222
6/1/2009,hillingdon,222638,E09000017,225,2150
7/1/2009,hillingdon,224728,E09000017,263,2125
8/1/2009,hillingdon,227083,E09000017,229,2196
9/1/2009,hillingdon,231533,E09000017,211,2137
10/1/2009,hillingdon,236110,E09000017,300,2203
11/1/2009,hillingdon,238531,E09000017,282,2079
12/1/2009,hillingdon,241518,E09000017,296,1908
1/1/2010,hillingdon,240248,E09000017,166,1983
2/1/2010,hillingdon,240016,E09000017,184,1985
3/1/2010,hillingdon,239575,E09000017,223,2286
4/1/2010,hillingdon,244122,E09000017,239,2083
5/1/2010,hillingdon,245413,E09000017,206,2117
6/1/2010,hillingdon,249689,E09000017,317,2114
7/1/2010,hillingdon,250974,E09000017,315,2023
8/1/2010,hillingdon,253690,E09000017,269,1779
9/1/2010,hillingdon,255746,E09000017,303,1871
10/1/2010,hillingdon,253763,E09000017,283,1953
11/1/2010,hillingdon,253606,E09000017,273,2050
12/1/2010,hillingdon,249057,E09000017,295,1676
1/1/2011,hillingdon,250781,E09000017,196,1990
2/1/2011,hillingdon,251482,E09000017,231,1801
3/1/2011,hillingdon,252504,E09000017,256,2104
4/1/2011,hillingdon,251265,E09000017,256,2025
5/1/2011,hillingdon,250060,E09000017,213,2050
6/1/2011,hillingdon,248750,E09000017,268,1952
7/1/2011,hillingdon,249620,E09000017,303,2049
8/1/2011,hillingdon,250786,E09000017,328,1899
9/1/2011,hillingdon,251566,E09000017,366,2065
10/1/2011,hillingdon,253520,E09000017,291,2159
11/1/2011,hillingdon,253903,E09000017,335,1939
12/1/2011,hillingdon,257143,E09000017,318,2022
1/1/2012,hillingdon,254453,E09000017,232,2022
2/1/2012,hillingdon,256005,E09000017,259,1723
3/1/2012,hillingdon,252970,E09000017,345,2035
4/1/2012,hillingdon,254685,E09000017,187,1822
5/1/2012,hillingdon,256016,E09000017,220,1853
6/1/2012,hillingdon,258456,E09000017,275,1752
7/1/2012,hillingdon,261570,E09000017,296,1703
8/1/2012,hillingdon,262453,E09000017,320,1866
9/1/2012,hillingdon,265773,E09000017,264,1613
10/1/2012,hillingdon,268133,E09000017,291,1770
11/1/2012,hillingdon,268475,E09000017,330,1750
12/1/2012,hillingdon,266729,E09000017,279,1665
1/1/2013,hillingdon,265336,E09000017,194,1652
2/1/2013,hillingdon,262471,E09000017,215,1541
3/1/2013,hillingdon,261561,E09000017,278,1652
4/1/2013,hillingdon,263019,E09000017,210,1548
5/1/2013,hillingdon,268040,E09000017,251,1612
6/1/2013,hillingdon,271751,E09000017,257,1544
7/1/2013,hillingdon,272369,E09000017,330,1654
8/1/2013,hillingdon,271615,E09000017,304,1465
9/1/2013,hillingdon,273029,E09000017,303,1461
10/1/2013,hillingdon,276683,E09000017,332,1886
11/1/2013,hillingdon,278967,E09000017,359,1650
12/1/2013,hillingdon,282296,E09000017,322,1445
1/1/2014,hillingdon,282892,E09000017,340,1634
2/1/2014,hillingdon,286928,E09000017,288,1520
3/1/2014,hillingdon,287162,E09000017,291,1849
4/1/2014,hillingdon,291282,E09000017,278,1750
5/1/2014,hillingdon,300060,E09000017,299,1859
6/1/2014,hillingdon,307903,E09000017,305,1863
7/1/2014,hillingdon,313332,E09000017,309,1919
8/1/2014,hillingdon,315051,E09000017,335,1724
9/1/2014,hillingdon,318437,E09000017,333,1767
10/1/2014,hillingdon,320560,E09000017,338,1987
11/1/2014,hillingdon,321914,E09000017,354,2006
12/1/2014,hillingdon,323862,E09000017,361,1755
1/1/2015,hillingdon,330607,E09000017,244,1793
2/1/2015,hillingdon,335058,E09000017,292,1758
3/1/2015,hillingdon,338726,E09000017,270,1838
4/1/2015,hillingdon,339858,E09000017,256,1735
5/1/2015,hillingdon,342641,E09000017,280,1840
6/1/2015,hillingdon,345462,E09000017,333,1922
7/1/2015,hillingdon,348922,E09000017,416,1789
8/1/2015,hillingdon,357137,E09000017,368,1715
9/1/2015,hillingdon,364789,E09000017,372,1789
10/1/2015,hillingdon,373030,E09000017,386,1972
11/1/2015,hillingdon,376566,E09000017,320,1908
12/1/2015,hillingdon,380185,E09000017,302,1922
1/1/2016,hillingdon,384181,E09000017,271,1838
2/1/2016,hillingdon,390840,E09000017,274,1797
3/1/2016,hillingdon,393897,E09000017,604,1753
4/1/2016,hillingdon,394462,E09000017,172,1704
5/1/2016,hillingdon,397012,E09000017,210,2049
6/1/2016,hillingdon,401761,E09000017,249,1813
7/1/2016,hillingdon,407913,E09000017,281,2000
8/1/2016,hillingdon,407473,E09000017,351,1862
9/1/2016,hillingdon,405838,E09000017,235,1912
10/1/2016,hillingdon,406859,E09000017,252,2004
11/1/2016,hillingdon,407782,E09000017,286,1883
12/1/2016,hillingdon,411479,E09000017,241,2123
1/1/2017,hillingdon,410397,E09000017,211,2169
2/1/2017,hillingdon,414500,E09000017,236,2140
3/1/2017,hillingdon,413466,E09000017,274,2588
4/1/2017,hillingdon,411933,E09000017,234,2152
5/1/2017,hillingdon,409104,E09000017,308,2516
6/1/2017,hillingdon,410610,E09000017,294,2301
7/1/2017,hillingdon,415980,E09000017,284,2402
8/1/2017,hillingdon,414570,E09000017,354,2266
9/1/2017,hillingdon,419452,E09000017,286,2376
10/1/2017,hillingdon,418375,E09000017,265,2589
11/1/2017,hillingdon,415390,E09000017,279,2475
12/1/2017,hillingdon,409263,E09000017,286,2449
1/1/2018,hillingdon,404925,E09000017,223,2349
2/1/2018,hillingdon,407208,E09000017,236,2190
3/1/2018,hillingdon,406259,E09000017,277,2167
4/1/2018,hillingdon,408618,E09000017,249,1944
5/1/2018,hillingdon,411591,E09000017,204,2049
6/1/2018,hillingdon,415960,E09000017,236,2021
7/1/2018,hillingdon,416300,E09000017,241,2157
8/1/2018,hillingdon,414743,E09000017,312,1924
9/1/2018,hillingdon,410924,E09000017,251,1967
10/1/2018,hillingdon,408510,E09000017,284,2236
11/1/2018,hillingdon,407232,E09000017,285,2383
12/1/2018,hillingdon,410922,E09000017,219,2179
1/1/2019,hillingdon,413405,E09000017,211,2236
2/1/2019,hillingdon,414256,E09000017,174,2108
3/1/2019,hillingdon,410380,E09000017,248,2324
4/1/2019,hillingdon,405309,E09000017,210,2191
5/1/2019,hillingdon,401452,E09000017,254,2188
6/1/2019,hillingdon,395374,E09000017,262,2276
7/1/2019,hillingdon,398057,E09000017,217,2356
8/1/2019,hillingdon,396258,E09000017,261,2271
9/1/2019,hillingdon,404082,E09000017,221,2269
10/1/2019,hillingdon,403438,E09000017,270,2475
11/1/2019,hillingdon,408048,E09000017,216,2441
12/1/2019,hillingdon,407357,E09000017,,2231
1/1/2020,hillingdon,413229,E09000017,,2272
1/1/1995,hounslow,72232,E09000018,175,
2/1/1995,hounslow,71052,E09000018,145,
3/1/1995,hounslow,72098,E09000018,263,
4/1/1995,hounslow,71890,E09000018,211,
5/1/1995,hounslow,72877,E09000018,233,
6/1/1995,hounslow,72331,E09000018,350,
7/1/1995,hounslow,73718,E09000018,328,
8/1/1995,hounslow,74480,E09000018,372,
9/1/1995,hounslow,74427,E09000018,344,
10/1/1995,hounslow,73643,E09000018,322,
11/1/1995,hounslow,73047,E09000018,359,
12/1/1995,hounslow,73499,E09000018,349,
1/1/1996,hounslow,73377,E09000018,226,
2/1/1996,hounslow,73082,E09000018,256,
3/1/1996,hounslow,71603,E09000018,293,
4/1/1996,hounslow,71630,E09000018,301,
5/1/1996,hounslow,72829,E09000018,346,
6/1/1996,hounslow,74539,E09000018,373,
7/1/1996,hounslow,75037,E09000018,380,
8/1/1996,hounslow,73861,E09000018,363,
9/1/1996,hounslow,74747,E09000018,280,
10/1/1996,hounslow,73999,E09000018,331,
11/1/1996,hounslow,75191,E09000018,371,
12/1/1996,hounslow,76746,E09000018,341,
1/1/1997,hounslow,78300,E09000018,290,
2/1/1997,hounslow,77535,E09000018,312,
3/1/1997,hounslow,77908,E09000018,328,
4/1/1997,hounslow,81008,E09000018,341,
5/1/1997,hounslow,84064,E09000018,349,
6/1/1997,hounslow,84383,E09000018,382,
7/1/1997,hounslow,85577,E09000018,429,
8/1/1997,hounslow,86594,E09000018,436,
9/1/1997,hounslow,88805,E09000018,368,
10/1/1997,hounslow,88643,E09000018,431,
11/1/1997,hounslow,90149,E09000018,355,
12/1/1997,hounslow,91463,E09000018,399,
1/1/1998,hounslow,93428,E09000018,211,
2/1/1998,hounslow,96347,E09000018,237,
3/1/1998,hounslow,96431,E09000018,304,
4/1/1998,hounslow,98462,E09000018,284,
5/1/1998,hounslow,98010,E09000018,310,
6/1/1998,hounslow,100370,E09000018,301,
7/1/1998,hounslow,100864,E09000018,360,
8/1/1998,hounslow,102692,E09000018,327,
9/1/1998,hounslow,103553,E09000018,272,
10/1/1998,hounslow,103557,E09000018,308,
11/1/1998,hounslow,102070,E09000018,275,
12/1/1998,hounslow,101169,E09000018,303,
1/1/1999,hounslow,101234,E09000018,241,
2/1/1999,hounslow,102182,E09000018,263,
3/1/1999,hounslow,102927,E09000018,349,
4/1/1999,hounslow,104553,E09000018,319,
5/1/1999,hounslow,107062,E09000018,320,
6/1/1999,hounslow,110970,E09000018,366,
7/1/1999,hounslow,114021,E09000018,423,
8/1/1999,hounslow,117901,E09000018,413,
9/1/1999,hounslow,119391,E09000018,420,
10/1/1999,hounslow,119750,E09000018,411,
11/1/1999,hounslow,121084,E09000018,321,
12/1/1999,hounslow,123809,E09000018,351,
1/1/2000,hounslow,128285,E09000018,344,
2/1/2000,hounslow,129268,E09000018,323,
3/1/2000,hounslow,130506,E09000018,409,
4/1/2000,hounslow,132160,E09000018,335,
5/1/2000,hounslow,133955,E09000018,298,
6/1/2000,hounslow,138854,E09000018,394,
7/1/2000,hounslow,141803,E09000018,326,
8/1/2000,hounslow,145402,E09000018,372,
9/1/2000,hounslow,144173,E09000018,350,
10/1/2000,hounslow,140048,E09000018,296,
11/1/2000,hounslow,137271,E09000018,281,
12/1/2000,hounslow,137773,E09000018,309,
1/1/2001,hounslow,143069,E09000018,321,2273
2/1/2001,hounslow,146554,E09000018,273,2108
3/1/2001,hounslow,147969,E09000018,364,2264
4/1/2001,hounslow,147752,E09000018,357,2185
5/1/2001,hounslow,150816,E09000018,382,2319
6/1/2001,hounslow,151510,E09000018,439,2384
7/1/2001,hounslow,155179,E09000018,436,2288
8/1/2001,hounslow,157799,E09000018,475,2144
9/1/2001,hounslow,161880,E09000018,402,2224
10/1/2001,hounslow,161090,E09000018,347,2422
11/1/2001,hounslow,160576,E09000018,327,2427
12/1/2001,hounslow,159282,E09000018,318,2298
1/1/2002,hounslow,163947,E09000018,275,2435
2/1/2002,hounslow,165021,E09000018,257,2211
3/1/2002,hounslow,165963,E09000018,353,2372
4/1/2002,hounslow,164996,E09000018,358,2589
5/1/2002,hounslow,167564,E09000018,567,2817
6/1/2002,hounslow,172347,E09000018,425,2607
7/1/2002,hounslow,176279,E09000018,527,2791
8/1/2002,hounslow,179637,E09000018,442,2772
9/1/2002,hounslow,183865,E09000018,418,2531
10/1/2002,hounslow,185642,E09000018,401,2402
11/1/2002,hounslow,187485,E09000018,422,2426
12/1/2002,hounslow,188839,E09000018,412,2101
1/1/2003,hounslow,192798,E09000018,314,2440
2/1/2003,hounslow,193996,E09000018,286,2046
3/1/2003,hounslow,193665,E09000018,275,2456
4/1/2003,hounslow,191366,E09000018,289,2373
5/1/2003,hounslow,193575,E09000018,373,2443
6/1/2003,hounslow,196987,E09000018,379,2451
7/1/2003,hounslow,202809,E09000018,411,2566
8/1/2003,hounslow,202840,E09000018,412,2295
9/1/2003,hounslow,203449,E09000018,429,2425
10/1/2003,hounslow,200921,E09000018,425,2374
11/1/2003,hounslow,202797,E09000018,478,2310
12/1/2003,hounslow,203931,E09000018,478,2153
1/1/2004,hounslow,206356,E09000018,346,2317
2/1/2004,hounslow,207010,E09000018,352,2161
3/1/2004,hounslow,206206,E09000018,405,2337
4/1/2004,hounslow,208915,E09000018,415,2230
5/1/2004,hounslow,213997,E09000018,363,2223
6/1/2004,hounslow,217887,E09000018,451,2252
7/1/2004,hounslow,217673,E09000018,490,2294
8/1/2004,hounslow,218651,E09000018,421,2087
9/1/2004,hounslow,223480,E09000018,407,2250
10/1/2004,hounslow,225262,E09000018,353,2293
11/1/2004,hounslow,223434,E09000018,319,2187
12/1/2004,hounslow,221054,E09000018,287,1923
1/1/2005,hounslow,222306,E09000018,232,2141
2/1/2005,hounslow,222042,E09000018,194,1872
3/1/2005,hounslow,220400,E09000018,249,2050
4/1/2005,hounslow,218101,E09000018,256,2236
5/1/2005,hounslow,222725,E09000018,293,2131
6/1/2005,hounslow,223951,E09000018,342,2208
7/1/2005,hounslow,226293,E09000018,333,2150
8/1/2005,hounslow,222772,E09000018,371,2094
9/1/2005,hounslow,225055,E09000018,350,2048
10/1/2005,hounslow,224672,E09000018,283,2161
11/1/2005,hounslow,224167,E09000018,359,2107
12/1/2005,hounslow,222567,E09000018,358,2012
1/1/2006,hounslow,226229,E09000018,294,2104
2/1/2006,hounslow,229422,E09000018,279,1831
3/1/2006,hounslow,231388,E09000018,386,2087
4/1/2006,hounslow,233698,E09000018,299,2090
5/1/2006,hounslow,235850,E09000018,345,2227
6/1/2006,hounslow,238417,E09000018,509,2009
7/1/2006,hounslow,237017,E09000018,472,1955
8/1/2006,hounslow,239946,E09000018,432,1892
9/1/2006,hounslow,242959,E09000018,444,1892
10/1/2006,hounslow,245179,E09000018,419,1825
11/1/2006,hounslow,243649,E09000018,431,1989
12/1/2006,hounslow,240781,E09000018,431,1881
1/1/2007,hounslow,242750,E09000018,357,2025
2/1/2007,hounslow,245807,E09000018,347,1708
3/1/2007,hounslow,250858,E09000018,456,1906
4/1/2007,hounslow,250972,E09000018,359,1950
5/1/2007,hounslow,254344,E09000018,390,1942
6/1/2007,hounslow,254536,E09000018,546,2018
7/1/2007,hounslow,263445,E09000018,434,2024
8/1/2007,hounslow,267987,E09000018,466,1847
9/1/2007,hounslow,273453,E09000018,355,1854
10/1/2007,hounslow,274299,E09000018,392,1933
11/1/2007,hounslow,271777,E09000018,417,1790
12/1/2007,hounslow,272510,E09000018,271,1762
1/1/2008,hounslow,272960,E09000018,215,1956
2/1/2008,hounslow,272482,E09000018,243,1998
3/1/2008,hounslow,271909,E09000018,171,1957
4/1/2008,hounslow,268103,E09000018,236,1923
5/1/2008,hounslow,273949,E09000018,199,1953
6/1/2008,hounslow,272923,E09000018,284,2071
7/1/2008,hounslow,270126,E09000018,193,2002
8/1/2008,hounslow,262571,E09000018,171,1993
9/1/2008,hounslow,257276,E09000018,174,1956
10/1/2008,hounslow,253429,E09000018,139,2001
11/1/2008,hounslow,242430,E09000018,122,2036
12/1/2008,hounslow,237189,E09000018,148,1822
1/1/2009,hounslow,234464,E09000018,91,1881
2/1/2009,hounslow,234540,E09000018,88,1887
3/1/2009,hounslow,228490,E09000018,90,2079
4/1/2009,hounslow,224855,E09000018,95,1955
5/1/2009,hounslow,225354,E09000018,120,2052
6/1/2009,hounslow,229195,E09000018,169,2084
7/1/2009,hounslow,234915,E09000018,183,2000
8/1/2009,hounslow,242600,E09000018,176,1856
9/1/2009,hounslow,245612,E09000018,197,1998
10/1/2009,hounslow,245171,E09000018,197,2081
11/1/2009,hounslow,243704,E09000018,191,1888
12/1/2009,hounslow,246012,E09000018,214,1661
1/1/2010,hounslow,250675,E09000018,163,1691
2/1/2010,hounslow,253149,E09000018,195,1707
3/1/2010,hounslow,254112,E09000018,192,2023
4/1/2010,hounslow,252274,E09000018,166,2040
5/1/2010,hounslow,252847,E09000018,201,2034
6/1/2010,hounslow,253418,E09000018,256,2072
7/1/2010,hounslow,260724,E09000018,233,2230
8/1/2010,hounslow,264627,E09000018,225,1967
9/1/2010,hounslow,271362,E09000018,212,2036
10/1/2010,hounslow,262231,E09000018,195,2066
11/1/2010,hounslow,258706,E09000018,230,1989
12/1/2010,hounslow,255270,E09000018,190,1653
1/1/2011,hounslow,258298,E09000018,154,1982
2/1/2011,hounslow,261282,E09000018,155,1763
3/1/2011,hounslow,264642,E09000018,145,2018
4/1/2011,hounslow,266789,E09000018,190,1979
5/1/2011,hounslow,267343,E09000018,171,2185
6/1/2011,hounslow,264469,E09000018,208,2077
7/1/2011,hounslow,265635,E09000018,247,2187
8/1/2011,hounslow,268776,E09000018,229,1911
9/1/2011,hounslow,269441,E09000018,222,2029
10/1/2011,hounslow,268204,E09000018,173,2079
11/1/2011,hounslow,261370,E09000018,186,2190
12/1/2011,hounslow,259015,E09000018,214,1797
1/1/2012,hounslow,257406,E09000018,180,2244
2/1/2012,hounslow,260828,E09000018,174,1882
3/1/2012,hounslow,257915,E09000018,265,2216
4/1/2012,hounslow,260540,E09000018,160,1979
5/1/2012,hounslow,262525,E09000018,180,2026
6/1/2012,hounslow,267725,E09000018,214,2022
7/1/2012,hounslow,272301,E09000018,184,2060
8/1/2012,hounslow,273858,E09000018,217,1946
9/1/2012,hounslow,276542,E09000018,191,1881
10/1/2012,hounslow,276191,E09000018,183,1953
11/1/2012,hounslow,275008,E09000018,252,1850
12/1/2012,hounslow,274659,E09000018,169,1745
1/1/2013,hounslow,272498,E09000018,181,1785
2/1/2013,hounslow,270717,E09000018,189,1541
3/1/2013,hounslow,278596,E09000018,187,1723
4/1/2013,hounslow,286086,E09000018,176,1585
5/1/2013,hounslow,293606,E09000018,208,1642
6/1/2013,hounslow,290398,E09000018,239,1574
7/1/2013,hounslow,291505,E09000018,273,1772
8/1/2013,hounslow,296701,E09000018,271,1716
9/1/2013,hounslow,300388,E09000018,261,1664
10/1/2013,hounslow,303709,E09000018,300,1734
11/1/2013,hounslow,301046,E09000018,306,1734
12/1/2013,hounslow,301678,E09000018,259,1546
1/1/2014,hounslow,302920,E09000018,257,1529
2/1/2014,hounslow,303206,E09000018,254,1586
3/1/2014,hounslow,306569,E09000018,264,1600
4/1/2014,hounslow,304119,E09000018,285,1652
5/1/2014,hounslow,309377,E09000018,298,1717
6/1/2014,hounslow,313803,E09000018,317,1769
7/1/2014,hounslow,331298,E09000018,272,1732
8/1/2014,hounslow,341611,E09000018,263,1652
9/1/2014,hounslow,347664,E09000018,273,1650
10/1/2014,hounslow,346246,E09000018,281,1919
11/1/2014,hounslow,345727,E09000018,280,1776
12/1/2014,hounslow,341770,E09000018,291,1780
1/1/2015,hounslow,335140,E09000018,266,1735
2/1/2015,hounslow,329890,E09000018,207,1695
3/1/2015,hounslow,335900,E09000018,240,1762
4/1/2015,hounslow,339849,E09000018,229,1629
5/1/2015,hounslow,347485,E09000018,280,1831
6/1/2015,hounslow,349265,E09000018,319,1859
7/1/2015,hounslow,354912,E09000018,305,1981
8/1/2015,hounslow,358655,E09000018,275,1754
9/1/2015,hounslow,365749,E09000018,313,1799
10/1/2015,hounslow,364875,E09000018,342,1925
11/1/2015,hounslow,366734,E09000018,277,1952
12/1/2015,hounslow,368802,E09000018,280,1875
1/1/2016,hounslow,375818,E09000018,192,1774
2/1/2016,hounslow,376991,E09000018,204,1781
